Additional Descriptions,All Highlight Fields,Common Names,Data Type,Derivation Code,Derivation Description,Description,Document Index (generated),Fdc Id,Food Code,foodNutrients Index (generated),foods Index (generated),Ndb Number,Nutrient Id,Nutrient Name,Nutrient Number,Published Date,Scientific Name,Unit Name,Number of Records per result.json,Score,Value
,,,Survey (FNDDS),,,Beets,1,787777,75102500,60,16,,1277,20:01,628,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Beets,1,787777,75102500,61,16,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Beets,1,787777,75102500,62,16,,1279,22:01,630,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Beets,1,787777,75102500,63,16,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Beets,1,787777,75102500,64,16,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,314.3931,0.032
,,,Survey (FNDDS),,,Beets,1,787777,75102500,65,16,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,314.3931,0.06
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,1,17,11080,1186,Folic acid,431,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,2,17,11080,1110,"Vitamin D (D2 + D3), International Units",324,4/1/2019,Beta vulgaris,IU,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,3,17,11080,1187,"Folate, food",432,4/1/2019,Beta vulgaris,UG,1,314.3931,109
,,,SR Legacy,NC,Calculated,Beets,1,169145,,4,17,11080,1258,"Fatty acids, total saturated",606,4/1/2019,Beta vulgaris,G,1,314.3931,0.027
,,,SR Legacy,,,Beets,1,169145,,5,17,11080,1261,8:00,609,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,6,17,11080,1263,12:00,611,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,7,17,11080,1264,14:00,612,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,8,17,11080,1272,22:6 n-3 (DHA),621,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,9,17,11080,1275,16:01,626,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,10,17,11080,1278,20:5 n-3 (EPA),629,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,11,17,11080,1280,22:5 n-3 (DPA),631,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,12,17,11080,1062,Energy,268,4/1/2019,Beta vulgaris,kJ,1,314.3931,180
,,,SR Legacy,,,Beets,1,169145,,13,17,11080,1079,"Fiber, total dietary",291,4/1/2019,Beta vulgaris,G,1,314.3931,2.8
,,,SR Legacy,NC,Calculated,Beets,1,169145,,14,17,11080,1106,"Vitamin A, RAE",320,4/1/2019,Beta vulgaris,UG,1,314.3931,2
,,,SR Legacy,NC,Calculated,Beets,1,169145,,15,17,11080,1104,"Vitamin A, IU",318,4/1/2019,Beta vulgaris,IU,1,314.3931,33
,,,SR Legacy,,,Beets,1,169145,,16,17,11080,1180,"Choline, total",421,4/1/2019,Beta vulgaris,MG,1,314.3931,6
,,,SR Legacy,NC,Calculated,Beets,1,169145,,17,17,11080,1190,"Folate, DFE",435,4/1/2019,Beta vulgaris,UG,1,314.3931,109
,,,SR Legacy,A,Analytical,Beets,1,169145,,18,17,11080,1198,Betaine,454,4/1/2019,Beta vulgaris,MG,1,314.3931,128.7
,,,SR Legacy,,,Beets,1,169145,,19,17,11080,1259,4:00,607,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,20,17,11080,1260,6:00,608,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,21,17,11080,1262,10:00,610,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,22,17,11080,1265,16:00,613,4/1/2019,Beta vulgaris,G,1,314.3931,0.026
,,,SR Legacy,,,Beets,1,169145,,23,17,11080,1266,18:00,614,4/1/2019,Beta vulgaris,G,1,314.3931,0.001
,,,SR Legacy,,,Beets,1,169145,,24,17,11080,1268,18:01,617,4/1/2019,Beta vulgaris,G,1,314.3931,0.032
,,,SR Legacy,,,Beets,1,169145,,25,17,11080,1269,18:02,618,4/1/2019,Beta vulgaris,G,1,314.3931,0.055
,,,SR Legacy,,,Beets,1,169145,,26,17,11080,1270,18:03,619,4/1/2019,Beta vulgaris,G,1,314.3931,0.005
,,,SR Legacy,,,Beets,1,169145,,27,17,11080,1271,20:04,620,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,28,17,11080,1276,18:04,627,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,29,17,11080,1277,20:01,628,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,30,17,11080,1279,22:01,630,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,NC,Calculated,Beets,1,169145,,31,17,11080,1292,"Fatty acids, total monounsaturated",645,4/1/2019,Beta vulgaris,G,1,314.3931,0.032
,,,SR Legacy,NC,Calculated,Beets,1,169145,,32,17,11080,1293,"Fatty acids, total polyunsaturated",646,4/1/2019,Beta vulgaris,G,1,314.3931,0.06
,,,SR Legacy,NC,Calculated,Beets,1,169145,,33,17,11080,1005,"Carbohydrate, by difference",205,4/1/2019,Beta vulgaris,G,1,314.3931,9.56
,,,SR Legacy,NC,Calculated,Beets,1,169145,,34,17,11080,1008,Energy,208,4/1/2019,Beta vulgaris,KCAL,1,314.3931,43
,,,SR Legacy,,,Beets,1,169145,,35,17,11080,1018,"Alcohol, ethyl",221,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,36,17,11080,1105,Retinol,319,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,37,17,11080,1257,"Fatty acids, total trans",605,4/1/2019,Beta vulgaris,G,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,38,17,11080,1051,Water,255,4/1/2019,Beta vulgaris,G,1,314.3931,87.58
,,,SR Legacy,,,Beets,1,169145,,39,17,11080,1087,"Calcium, Ca",301,4/1/2019,Beta vulgaris,MG,1,314.3931,16
,,,SR Legacy,,,Beets,1,169145,,40,17,11080,1092,"Potassium, K",306,4/1/2019,Beta vulgaris,MG,1,314.3931,325
,,,SR Legacy,,,Beets,1,169145,,41,17,11080,1095,"Zinc, Zn",309,4/1/2019,Beta vulgaris,MG,1,314.3931,0.35
,,,SR Legacy,,,Beets,1,169145,,42,17,11080,1212,Isoleucine,503,4/1/2019,Beta vulgaris,G,1,314.3931,0.048
,,,SR Legacy,,,Beets,1,169145,,43,17,11080,1213,Leucine,504,4/1/2019,Beta vulgaris,G,1,314.3931,0.068
,,,SR Legacy,,,Beets,1,169145,,44,17,11080,1214,Lysine,505,4/1/2019,Beta vulgaris,G,1,314.3931,0.058
,,,SR Legacy,,,Beets,1,169145,,45,17,11080,1216,Cystine,507,4/1/2019,Beta vulgaris,G,1,314.3931,0.019
,,,SR Legacy,,,Beets,1,169145,,46,17,11080,1219,Valine,510,4/1/2019,Beta vulgaris,G,1,314.3931,0.056
,,,SR Legacy,,,Beets,1,169145,,47,17,11080,1220,Arginine,511,4/1/2019,Beta vulgaris,G,1,314.3931,0.042
,,,SR Legacy,,,Beets,1,169145,,48,17,11080,1221,Histidine,512,4/1/2019,Beta vulgaris,G,1,314.3931,0.021
,,,SR Legacy,,,Beets,1,169145,,49,17,11080,1223,Aspartic acid,514,4/1/2019,Beta vulgaris,G,1,314.3931,0.116
,,,SR Legacy,,,Beets,1,169145,,50,17,11080,1227,Serine,518,4/1/2019,Beta vulgaris,G,1,314.3931,0.059
,,,SR Legacy,,,Beets,1,169145,,51,17,11080,1167,Niacin,406,4/1/2019,Beta vulgaris,MG,1,314.3931,0.334
,,,SR Legacy,,,Beets,1,169145,,52,17,11080,1170,Pantothenic acid,410,4/1/2019,Beta vulgaris,MG,1,314.3931,0.155
,,,SR Legacy,,,Beets,1,169145,,53,17,11080,1175,Vitamin B-6,415,4/1/2019,Beta vulgaris,MG,1,314.3931,0.067
,,,SR Legacy,,,Beets,1,169145,,54,17,11080,1004,Total lipid (fat),204,4/1/2019,Beta vulgaris,G,1,314.3931,0.17
,,,SR Legacy,,,Beets,1,169145,,55,17,11080,1162,"Vitamin C, total ascorbic acid",401,4/1/2019,Beta vulgaris,MG,1,314.3931,4.9
,,,SR Legacy,,,Beets,1,169145,,56,17,11080,1165,Thiamin,404,4/1/2019,Beta vulgaris,MG,1,314.3931,0.031
,,,SR Legacy,,,Beets,1,169145,,57,17,11080,1166,Riboflavin,405,4/1/2019,Beta vulgaris,MG,1,314.3931,0.04
,,,SR Legacy,,,Beets,1,169145,,58,17,11080,1177,"Folate, total",417,4/1/2019,Beta vulgaris,UG,1,314.3931,109
,,,SR Legacy,,,Beets,1,169145,,59,17,11080,1003,Protein,203,4/1/2019,Beta vulgaris,G,1,314.3931,1.61
,,,SR Legacy,,,Beets,1,169145,,60,17,11080,1007,Ash,207,4/1/2019,Beta vulgaris,G,1,314.3931,1.08
,,,SR Legacy,,,Beets,1,169145,,61,17,11080,1089,"Iron, Fe",303,4/1/2019,Beta vulgaris,MG,1,314.3931,0.8
,,,SR Legacy,,,Beets,1,169145,,62,17,11080,1090,"Magnesium, Mg",304,4/1/2019,Beta vulgaris,MG,1,314.3931,23
,,,SR Legacy,,,Beets,1,169145,,63,17,11080,1091,"Phosphorus, P",305,4/1/2019,Beta vulgaris,MG,1,314.3931,40
,,,SR Legacy,,,Beets,1,169145,,64,17,11080,1093,"Sodium, Na",307,4/1/2019,Beta vulgaris,MG,1,314.3931,78
,,,SR Legacy,,,Beets,1,169145,,65,17,11080,1098,"Copper, Cu",312,4/1/2019,Beta vulgaris,MG,1,314.3931,0.075
,,,SR Legacy,,,Beets,1,169145,,66,17,11080,1101,"Manganese, Mn",315,4/1/2019,Beta vulgaris,MG,1,314.3931,0.329
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,67,17,11080,1253,Cholesterol,601,4/1/2019,Beta vulgaris,MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,68,17,11080,1178,Vitamin B-12,418,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,,,Beets,1,169145,,69,17,11080,1210,Tryptophan,501,4/1/2019,Beta vulgaris,G,1,314.3931,0.019
,,,SR Legacy,,,Beets,1,169145,,70,17,11080,1211,Threonine,502,4/1/2019,Beta vulgaris,G,1,314.3931,0.047
,,,SR Legacy,,,Beets,1,169145,,71,17,11080,1215,Methionine,506,4/1/2019,Beta vulgaris,G,1,314.3931,0.018
,,,SR Legacy,,,Beets,1,169145,,72,17,11080,1217,Phenylalanine,508,4/1/2019,Beta vulgaris,G,1,314.3931,0.046
,,,SR Legacy,,,Beets,1,169145,,73,17,11080,1218,Tyrosine,509,4/1/2019,Beta vulgaris,G,1,314.3931,0.038
,,,SR Legacy,,,Beets,1,169145,,74,17,11080,1222,Alanine,513,4/1/2019,Beta vulgaris,G,1,314.3931,0.06
,,,SR Legacy,,,Beets,1,169145,,75,17,11080,1224,Glutamic acid,515,4/1/2019,Beta vulgaris,G,1,314.3931,0.428
,,,SR Legacy,,,Beets,1,169145,,76,17,11080,1225,Glycine,516,4/1/2019,Beta vulgaris,G,1,314.3931,0.031
,,,SR Legacy,,,Beets,1,169145,,77,17,11080,1226,Proline,517,4/1/2019,Beta vulgaris,G,1,314.3931,0.042
,,,SR Legacy,,,Beets,1,169145,,78,17,11080,1283,Phytosterols,636,4/1/2019,Beta vulgaris,MG,1,314.3931,25
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Beets,1,169145,,79,17,11080,1123,Lutein + zeaxanthin,338,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Beets,1,169145,,80,17,11080,1109,Vitamin E (alpha-tocopherol),323,4/1/2019,Beta vulgaris,MG,1,314.3931,0.04
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,81,17,11080,1057,Caffeine,262,4/1/2019,Beta vulgaris,MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,82,17,11080,1058,Theobromine,263,4/1/2019,Beta vulgaris,MG,1,314.3931,0
,,,SR Legacy,O,Other procedure used from imputing,Beets,1,169145,,83,17,11080,2000,"Sugars, total including NLEA",269,4/1/2019,Beta vulgaris,G,1,314.3931,6.76
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Beets,1,169145,,84,17,11080,1120,"Cryptoxanthin, beta",334,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Beets,1,169145,,85,17,11080,1122,Lycopene,337,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Beets,1,169145,,86,17,11080,1107,"Carotene, beta",321,4/1/2019,Beta vulgaris,UG,1,314.3931,20
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Beets,1,169145,,87,17,11080,1108,"Carotene, alpha",322,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,BFSN,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,Beets,1,169145,,88,17,11080,1185,Vitamin K (phylloquinone),430,4/1/2019,Beta vulgaris,UG,1,314.3931,0.2
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,89,17,11080,1242,"Vitamin E, added",573,4/1/2019,Beta vulgaris,MG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,90,17,11080,1246,"Vitamin B-12, added",578,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Beets,1,169145,,91,17,11080,1114,Vitamin D (D2 + D3),328,4/1/2019,Beta vulgaris,UG,1,314.3931,0
,,,SR Legacy,CAZN,Calculated from different food; From average values for food category; No adjustment; Retention factors not used,Beets,1,169145,,92,17,11080,1103,"Selenium, Se",317,4/1/2019,Beta vulgaris,UG,1,314.3931,0.7
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Blackberries,1,173946,,1,18,9042,1186,Folic acid,431,4/1/2019,Rubus spp.,UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,2,18,9042,1095,"Zinc, Zn",309,4/1/2019,Rubus spp.,MG,1,314.3931,0.53
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,3,18,9042,1103,"Selenium, Se",317,4/1/2019,Rubus spp.,UG,1,314.3931,0.4
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,4,18,9042,1109,Vitamin E (alpha-tocopherol),323,4/1/2019,Rubus spp.,MG,1,314.3931,1.17
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,5,18,9042,1259,4:00,607,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,6,18,9042,1260,6:00,608,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,7,18,9042,1262,10:00,610,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,8,18,9042,1265,16:00,613,4/1/2019,Rubus spp.,G,1,314.3931,0.012
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,9,18,9042,1266,18:00,614,4/1/2019,Rubus spp.,G,1,314.3931,0.003
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,10,18,9042,1268,18:01,617,4/1/2019,Rubus spp.,G,1,314.3931,0.044
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,11,18,9042,1269,18:02,618,4/1/2019,Rubus spp.,G,1,314.3931,0.186
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,12,18,9042,1270,18:03,619,4/1/2019,Rubus spp.,G,1,314.3931,0.094
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,13,18,9042,1271,20:04,620,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,14,18,9042,1276,18:04,627,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,15,18,9042,1277,20:01,628,4/1/2019,Rubus spp.,G,1,314.3931,0.004
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,16,18,9042,1279,22:01,630,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Blackberries,1,173946,,17,18,9042,1058,Theobromine,263,4/1/2019,Rubus spp.,MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,18,18,9042,2000,"Sugars, total including NLEA",269,4/1/2019,Rubus spp.,G,1,314.3931,4.88
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,19,18,9042,1087,"Calcium, Ca",301,4/1/2019,Rubus spp.,MG,1,314.3931,29
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,20,18,9042,1123,Lutein + zeaxanthin,338,4/1/2019,Rubus spp.,UG,1,314.3931,118
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,21,18,9042,1125,"Tocopherol, beta",341,4/1/2019,Rubus spp.,MG,1,314.3931,0.04
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,22,18,9042,1126,"Tocopherol, gamma",342,4/1/2019,Rubus spp.,MG,1,314.3931,1.34
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,23,18,9042,1128,"Tocotrienol, alpha",344,4/1/2019,Rubus spp.,MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,24,18,9042,1129,"Tocotrienol, beta",345,4/1/2019,Rubus spp.,MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,25,18,9042,1167,Niacin,406,4/1/2019,Rubus spp.,MG,1,314.3931,0.646
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,26,18,9042,1170,Pantothenic acid,410,4/1/2019,Rubus spp.,MG,1,314.3931,0.276
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,27,18,9042,1175,Vitamin B-6,415,4/1/2019,Rubus spp.,MG,1,314.3931,0.03
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,28,18,9042,1004,Total lipid (fat),204,4/1/2019,Rubus spp.,G,1,314.3931,0.49
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,29,18,9042,1010,Sucrose,210,4/1/2019,Rubus spp.,G,1,314.3931,0.07
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,30,18,9042,1011,Glucose (dextrose),211,4/1/2019,Rubus spp.,G,1,314.3931,2.31
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,31,18,9042,1014,Maltose,214,4/1/2019,Rubus spp.,G,1,314.3931,0.07
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,32,18,9042,1051,Water,255,4/1/2019,Rubus spp.,G,1,314.3931,88.15
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Blackberries,1,173946,,33,18,9042,1057,Caffeine,262,4/1/2019,Rubus spp.,MG,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,34,18,9042,1280,22:5 n-3 (DPA),631,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,35,18,9042,1003,Protein,203,4/1/2019,Rubus spp.,G,1,314.3931,1.39
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,36,18,9042,1007,Ash,207,4/1/2019,Rubus spp.,G,1,314.3931,0.37
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,37,18,9042,1009,Starch,209,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,38,18,9042,1012,Fructose,212,4/1/2019,Rubus spp.,G,1,314.3931,2.4
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,39,18,9042,1013,Lactose,213,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,,,Blackberries,1,173946,,40,18,9042,1018,"Alcohol, ethyl",221,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,41,18,9042,1075,Galactose,287,4/1/2019,Rubus spp.,G,1,314.3931,0.03
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,42,18,9042,1079,"Fiber, total dietary",291,4/1/2019,Rubus spp.,G,1,314.3931,5.3
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,43,18,9042,1089,"Iron, Fe",303,4/1/2019,Rubus spp.,MG,1,314.3931,0.62
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,44,18,9042,1090,"Magnesium, Mg",304,4/1/2019,Rubus spp.,MG,1,314.3931,20
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,45,18,9042,1091,"Phosphorus, P",305,4/1/2019,Rubus spp.,MG,1,314.3931,22
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,46,18,9042,1098,"Copper, Cu",312,4/1/2019,Rubus spp.,MG,1,314.3931,0.165
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,47,18,9042,1101,"Manganese, Mn",315,4/1/2019,Rubus spp.,MG,1,314.3931,0.646
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,48,18,9042,1104,"Vitamin A, IU",318,4/1/2019,Rubus spp.,IU,1,314.3931,214
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,49,18,9042,1106,"Vitamin A, RAE",320,4/1/2019,Rubus spp.,UG,1,314.3931,11
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,50,18,9042,1107,"Carotene, beta",321,4/1/2019,Rubus spp.,UG,1,314.3931,128
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,51,18,9042,1108,"Carotene, alpha",322,4/1/2019,Rubus spp.,UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,52,18,9042,1120,"Cryptoxanthin, beta",334,4/1/2019,Rubus spp.,UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,53,18,9042,1122,Lycopene,337,4/1/2019,Rubus spp.,UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,54,18,9042,1127,"Tocopherol, delta",343,4/1/2019,Rubus spp.,MG,1,314.3931,0.9
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,55,18,9042,1130,"Tocotrienol, gamma",346,4/1/2019,Rubus spp.,MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,56,18,9042,1131,"Tocotrienol, delta",347,4/1/2019,Rubus spp.,MG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,57,18,9042,1165,Thiamin,404,4/1/2019,Rubus spp.,MG,1,314.3931,0.02
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,58,18,9042,1166,Riboflavin,405,4/1/2019,Rubus spp.,MG,1,314.3931,0.026
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,59,18,9042,1177,"Folate, total",417,4/1/2019,Rubus spp.,UG,1,314.3931,25
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,60,18,9042,1184,Vitamin K (Dihydrophylloquinone),429,4/1/2019,Rubus spp.,UG,1,314.3931,0
,,,SR Legacy,A,Analytical,Blackberries,1,173946,,61,18,9042,1185,Vitamin K (phylloquinone),430,4/1/2019,Rubus spp.,UG,1,314.3931,19.8
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,62,18,9042,1261,8:00,609,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,63,18,9042,1263,12:00,611,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,64,18,9042,1264,14:00,612,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,65,18,9042,1272,22:6 n-3 (DHA),621,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,66,18,9042,1275,16:01,626,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,BFFN,Based on another form of the food or similar food; Concentration adjustment; Fat; Retention factors not used,Blackberries,1,173946,,67,18,9042,1278,20:5 n-3 (EPA),629,4/1/2019,Rubus spp.,G,1,314.3931,0
,,,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Blackberries,1,173946,,68,18,9042,1110,"Vitamin D (D2 + D3), International Units",324,4/1/2019,Rubus spp.,IU,1,314.3931,0
,,,SR Legacy,NC,Calculated,Blackberries,1,173946,,69,18,9042,1005,"Carbohydrate, by difference",205,4/1/2019,Rubus spp.,G,1,314.3931,9.61
,,,SR Legacy,NC,Calculated,Blackberries,1,173946,,70,18,9042,1008,Energy,208,4/1/2019,Rubus spp.,KCAL,1,314.3931,43
